,MW,#Heavy atoms,#Aromatic heavy atoms,Fraction Csp3,#Rotatable bonds,#H-bond acceptors,#H-bond donors,MR,TPSA,iLOGP,XLOGP3,WLOGP,MLOGP,Silicos-IT Log P,Consensus Log P,ESOL Log S,ESOL Solubility (mg/ml),ESOL Solubility (mol/l),Ali Log S,Ali Solubility (mg/ml),Ali Solubility (mol/l),Silicos-IT LogSw,Silicos-IT Solubility (mg/ml),Silicos-IT Solubility (mol/l),GI absorption,BBB permeant,Pgp substrate,CYP1A2 inhibitor,CYP2C19 inhibitor,CYP2C9 inhibitor,CYP2D6 inhibitor,CYP3A4 inhibitor,log Kp (cm/s),Lipinski #violations,Ghose #violations,Veber #violations,Egan #violations,Muegge #violations,Bioavailability Score,PAINS #alerts,Brenk #alerts,Leadlikeness #violations,Synthetic Accessibility
435,365.4,25,6,0.44,5,6,3,92.97,166.74,1.49,-1.99,-3.71,-6.73,-0.45,-2.28,-0.7,73.0,0.2,-0.99,37.6,0.103,-1.62,8.67,0.0237,0,0,0,0,0,0,0,0,-9.94,0,1,1,1,1,0.55,0,0,1,4.17
436,587.55,42,12,0.55,5,13,2,137.22,163.66,3.21,0.6,1.45,-0.14,0.95,1.21,-3.74,0.106,0.000181,-3.61,0.144,0.000245,-3.18,0.385,0.000655,0,0,1,0,0,0,1,0,-9.46,2,3,1,1,2,0.11,0,0,1,6.23
437,730.03,53,11,0.77,9,7,1,210.97,129.83,5.3,5.79,6.57,1.17,6.66,5.1,-7.57,1.95e-05,2.67e-08,-8.29,3.78e-06,5.18e-09,-9.13,5.36e-07,7.35e-10,0,0,1,0,0,0,0,1,-6.64,1,4,0,1,2,0.55,0,1,3,8.35
438,404.54,29,0,0.75,7,5,1,113.92,72.83,3.94,4.26,4.2,3.57,3.51,3.89,-4.57,0.0109,2.69e-05,-5.5,0.00128,3.15e-06,-3.19,0.263,0.00065,1,1,0,0,0,1,0,1,-5.74,0,0,0,0,0,0.55,0,1,2,5.76
439,200.36,14,0,0.83,9,0,1,65.76,16.61,-8.42,1.92,1.0,-5.03,0.15,-2.07,-1.7,4.02,0.0201,-1.89,2.57,0.0128,-4.44,0.00733,3.66e-05,1,1,1,0,0,0,0,0,-6.16,0,0,0,0,0,0.55,0,2,2,1.95
440,79.14,4,0,1.0,0,1,1,21.72,45.53,-9.1,0.4,0.34,-0.23,-1.39,-2.0,-0.58,20.7,0.261,-0.92,9.46,0.12,-0.07,67.1,0.847,1,0,1,0,0,0,0,1,-6.5,0,3,0,0,2,0.55,0,1,1,2.56
441,360.83,25,12,0.3,7,4,0,97.98,52.6,3.67,5.17,4.68,3.54,4.95,4.4,-5.23,0.00214,5.92e-06,-6.02,0.000344,9.53e-07,-6.51,0.000112,3.1e-07,1,1,0,1,1,1,1,0,-4.83,0,0,0,0,1,0.55,0,0,2,2.64
442,426.76,29,12,0.24,5,9,1,105.38,87.36,2.5,1.94,3.46,2.07,1.9,2.38,-3.68,0.0883,0.000207,-3.4,0.17,0.000399,-5.29,0.00218,5.12e-06,1,0,0,0,1,1,0,0,-7.53,0,0,0,0,0,0.56,0,0,1,3.76
443,204.25,15,6,0.33,1,3,1,61.39,38.58,1.96,1.2,-0.46,-1.78,2.17,0.62,-2.09,1.65,0.00809,-1.61,5.05,0.0247,-3.39,0.0834,0.000408,1,0,0,0,0,0,0,0,-6.69,0,1,0,0,0,0.55,0,1,1,1.96
444,266.23,18,0,0.75,9,9,6,57.7,160.96,1.14,-1.45,-4.47,-6.41,-2.48,-2.73,0.02,277.0,1.04,-1.43,9.97,0.0374,2.19,41500.0,156.0,0,0,0,0,0,0,0,0,-8.95,1,1,1,1,2,0.55,0,2,1,3.69
445,582.61,39,0,0.86,16,12,6,161.49,184.42,3.64,-3.08,-7.24,-16.77,-2.66,-5.22,-0.46,204.0,0.35,-0.23,345.0,0.592,-1.54,16.6,0.0285,0,0,0,0,0,0,0,0,-12.04,3,4,2,1,5,0.17,0,2,2,6.62
446,182.18,13,5,0.33,3,6,2,44.99,98.03,1.03,-0.24,-1.72,-4.34,-0.09,-1.07,-0.9,22.7,0.124,-1.36,7.94,0.0436,-1.03,16.9,0.0929,1,0,0,0,0,0,0,0,-7.58,0,1,0,0,1,0.55,1,1,1,2.65
447,485.94,34,16,0.29,8,8,2,128.8,90.14,3.84,2.99,2.6,-0.92,4.92,2.69,-4.56,0.0135,2.77e-05,-4.55,0.0138,2.84e-05,-7.59,1.23e-05,2.54e-08,1,0,1,0,0,1,0,1,-7.14,0,1,0,0,0,0.55,0,0,2,4.41
448,585.65,42,10,0.52,8,8,6,154.85,217.2,2.36,0.87,-2.32,-9.19,-0.05,-1.67,-3.67,0.126,0.000215,-5.02,0.00566,9.66e-06,-4.03,0.0544,9.29e-05,0,0,1,0,0,0,0,0,-9.25,3,4,1,1,2,0.17,0,1,2,5.53
449,234.7,15,0,0.89,6,4,2,60.34,62.97,2.36,2.83,0.83,-2.13,1.04,0.99,-2.68,0.488,0.00208,-3.81,0.0363,0.000155,-2.04,2.15,0.00914,1,0,0,0,0,0,0,0,-5.72,0,0,0,0,0,0.55,0,2,1,2.45
450,168.56,11,9,0.0,0,3,0,40.81,43.1,1.54,1.79,1.4,1.43,2.68,1.77,-2.62,0.406,0.00241,-2.31,0.818,0.00486,-3.43,0.0625,0.000371,1,1,0,1,0,0,0,0,-6.06,0,1,0,0,1,0.85,0,0,1,2.25
451,311.83,22,12,0.32,0,1,1,96.44,29.5,3.07,4.5,2.61,-0.03,5.17,3.06,-5.01,0.00303,9.73e-06,-4.84,0.0045,1.44e-05,-7.38,1.3e-05,4.16e-08,1,1,1,1,1,0,0,0,-5.01,0,0,0,0,0,0.55,0,0,1,3.24
452,435.88,29,11,0.32,6,5,1,114.09,116.42,2.95,2.49,1.76,1.41,2.84,2.29,-4.0,0.044,0.000101,-4.58,0.0115,2.63e-05,-4.73,0.00804,1.85e-05,1,0,1,0,1,1,0,1,-7.19,0,0,0,0,0,0.55,0,0,1,3.63
453,320.04,18,12,0.14,3,0,0,80.31,0.0,3.16,6.24,5.93,5.93,6.13,5.48,-6.05,0.000285,8.9e-07,-6.03,0.000301,9.41e-07,-7.45,1.13e-05,3.52e-08,0,0,0,1,1,1,0,0,-3.82,1,1,0,1,2,0.55,0,1,1,2.56
454,164.18,11,0,1.0,1,4,5,41.17,97.53,0.59,-1.8,-4.37,-6.03,-1.76,-2.67,0.34,361.0,2.2,0.27,305.0,1.86,1.51,5280.0,32.1,0,0,0,0,0,0,0,0,-8.58,0,1,0,0,1,0.55,0,0,1,2.98
455,121.16,7,0,0.67,2,2,1,28.26,106.57,0.4,-2.49,-2.72,-4.53,-0.69,-2.01,1.11,1560.0,12.9,0.79,755.0,6.23,0.59,470.0,3.88,0,0,0,0,0,0,0,0,-8.81,0,4,0,0,3,0.55,0,1,1,1.75
456,175.21,12,0,0.67,6,2,4,44.52,131.41,0.1,-4.2,-5.21,-4.67,-1.61,-3.12,2.12,22900.0,131.0,2.05,19500.0,112.0,0.06,201.0,1.15,0,0,0,0,0,0,0,0,-10.35,0,1,0,0,2,0.55,0,2,1,2.2
457,288.3,21,12,0.29,5,7,2,75.06,101.17,1.6,1.05,0.18,0.52,3.39,1.35,-2.38,1.2,0.00415,-2.77,0.495,0.00172,-5.05,0.00254,8.81e-06,1,0,0,0,0,0,0,0,-7.31,0,0,0,0,0,0.56,0,0,0,2.76
458,389.47,28,12,0.38,11,5,2,108.47,70.46,4.16,2.29,1.01,-2.11,3.16,1.7,-3.29,0.2,0.000515,-3.41,0.153,0.000392,-6.29,0.000197,5.07e-07,1,0,0,0,0,0,0,0,-7.05,0,0,1,0,0,0.55,0,0,2,2.8
459,301.77,21,12,0.12,1,1,3,93.8,49.24,-11.83,3.14,0.16,3.04,0.8,-0.94,-4.05,0.0271,8.99e-05,-3.84,0.0433,0.000143,-5.84,0.000439,1.46e-06,1,0,1,0,0,0,0,0,-5.91,0,0,0,0,0,0.55,0,3,0,3.9
460,264.79,17,11,0.29,2,0,1,79.02,32.68,2.97,3.63,1.86,-0.17,5.03,2.66,-4.12,0.0203,7.67e-05,-4.0,0.0262,9.9e-05,-5.37,0.00112,4.24e-06,1,1,1,1,1,1,0,0,-5.34,0,0,0,0,0,0.55,0,0,1,2.99
461,150.27,10,0,1.0,7,0,4,47.0,88.5,1.56,-2.51,-5.4,-15.86,-1.05,-4.65,1.27,2810.0,18.7,1.19,2350.0,15.7,-1.67,3.19,0.0212,0,0,0,0,0,0,0,0,-9.0,0,2,0,0,2,0.55,0,0,1,1.56
462,1147.06,74,24,0.48,33,12,8,295.62,237.16,6.94,5.12,4.42,-5.41,6.99,3.61,-8.24,6.61e-06,5.76e-09,-9.84,1.64e-07,1.43e-10,-17.34,5.23e-15,4.56e-18,0,0,1,0,0,0,0,1,-9.66,3,3,2,1,6,0.17,0,0,3,8.26
463,216.3,15,0,0.82,10,3,1,60.44,71.01,2.28,1.13,0.7,-2.65,2.04,0.7,-1.23,12.7,0.0585,-2.22,1.32,0.0061,-2.79,0.349,0.00161,1,0,0,0,0,0,0,0,-6.82,0,0,0,0,0,0.55,0,0,2,2.13
464,664.4,44,0,0.94,24,6,4,189.18,134.83,6.71,10.06,4.62,-0.61,7.06,5.57,-8.71,1.29e-06,1.94e-09,-12.82,1e-10,1.51e-13,-7.23,3.95e-05,5.94e-08,0,0,0,0,0,0,0,1,-3.21,1,3,1,1,3,0.55,0,1,3,7.65
465,425.99,27,0,0.94,8,5,5,112.14,128.76,2.59,2.16,-1.41,-3.75,0.65,0.05,-3.31,0.207,0.000485,-4.5,0.0136,3.19e-05,-1.2,27.0,0.0634,0,0,1,0,0,0,0,0,-7.36,0,1,0,0,0,0.55,0,1,2,5.68
466,168.17,12,6,0.38,2,4,2,41.59,76.41,0.81,-0.77,0.21,-0.91,1.0,0.07,-0.64,38.9,0.231,-0.36,74.0,0.44,-1.49,5.43,0.0323,1,0,0,0,0,0,0,0,-7.87,0,0,0,0,1,0.56,0,0,1,1.73
467,364.4,28,18,0.09,3,6,0,105.71,98.08,3.02,3.29,2.98,2.51,6.25,3.61,-4.45,0.0129,3.55e-05,-5.02,0.00344,9.44e-06,-7.78,6.1e-06,1.67e-08,1,0,0,0,1,1,0,0,-6.19,0,0,0,0,0,0.56,0,1,1,3.56
468,421.45,31,16,0.35,3,6,2,114.18,108.92,2.79,1.22,0.46,-2.7,2.88,0.93,-3.41,0.166,0.000393,-3.1,0.331,0.000786,-5.71,0.000826,1.96e-06,1,0,1,0,0,1,0,0,-8.0,0,0,0,0,0,0.55,0,0,1,4.23
469,115.18,7,0,0.75,0,1,0,39.58,35.33,1.47,-0.07,-0.17,-0.31,1.5,0.48,-0.51,35.6,0.309,-0.22,69.3,0.602,-0.52,34.5,0.3,1,0,0,0,0,0,0,0,-7.05,0,3,0,0,2,0.85,0,1,1,1.58
470,276.25,19,14,0.11,3,7,0,67.09,140.5,0.75,0.28,0.77,-0.26,-1.11,0.09,-2.08,2.32,0.00839,-2.79,0.446,0.00161,-2.57,0.738,0.00267,1,0,0,0,0,0,0,0,-7.79,0,0,1,1,0,0.56,0,2,0,2.87
471,300.74,21,12,0.12,1,2,0,89.07,40.62,2.6,2.12,2.61,2.77,2.57,2.53,-3.4,0.121,0.000401,-2.6,0.748,0.00249,-5.19,0.00196,6.5e-06,1,1,0,0,1,1,0,0,-6.63,0,0,0,0,0,0.55,0,1,0,2.54
472,786.89,56,21,0.46,4,10,5,218.39,199.39,4.54,3.9,-1.46,-9.27,3.99,0.34,-7.19,5.09e-05,6.47e-08,-7.79,1.29e-05,1.64e-08,-8.5,2.48e-06,3.16e-09,0,0,1,0,0,0,0,0,-8.33,2,4,1,1,3,0.17,0,1,2,8.73
473,399.44,29,13,0.36,6,6,1,109.36,83.09,3.28,1.03,2.55,1.02,3.9,2.36,-2.9,0.502,0.00126,-2.36,1.72,0.00432,-6.66,8.76e-05,2.19e-07,1,0,1,0,0,0,1,1,-8.01,0,0,0,0,0,0.55,0,0,1,3.87
474,308.33,23,17,0.11,6,4,1,85.91,64.36,3.24,3.11,3.13,1.93,3.43,2.97,-3.86,0.0424,0.000137,-4.13,0.0229,7.41e-05,-6.79,4.99e-05,1.62e-07,1,1,0,1,1,1,1,1,-5.97,0,0,0,0,0,0.55,0,0,0,2.96
475,352.77,24,6,0.41,3,6,0,86.59,71.06,2.95,2.18,2.81,0.71,3.39,2.41,-3.39,0.145,0.00041,-3.31,0.175,0.000495,-4.71,0.00689,1.95e-05,1,1,0,1,0,1,0,1,-6.9,0,0,0,0,0,0.85,0,0,1,4.59
476,667.53,46,12,0.55,7,16,3,148.22,238.34,-2.82,-0.79,1.22,-0.48,0.15,-0.54,-3.21,0.41,0.000614,-3.74,0.122,0.000183,-2.74,1.22,0.00183,0,0,1,0,0,0,0,0,-10.93,2,3,1,1,3,0.17,0,1,1,6.66
477,302.31,21,0,0.91,3,9,6,83.89,130.3,1.15,-2.56,-4.66,-2.0,-3.62,-2.34,0.1,378.0,1.25,0.37,707.0,2.34,1.18,4600.0,15.2,0,0,1,0,0,0,0,0,-9.96,1,1,0,0,2,0.55,0,1,0,4.89
478,446.9,31,16,0.36,7,7,1,120.27,70.27,3.34,3.24,1.95,-1.07,5.41,2.57,-4.57,0.012,2.68e-05,-4.39,0.0182,4.08e-05,-7.94,5.14e-06,1.15e-08,1,1,1,0,0,1,0,0,-6.73,0,0,0,0,0,0.55,0,0,1,3.67
479,385.41,28,11,0.38,4,7,1,103.46,94.42,2.88,1.39,1.73,0.9,4.18,2.22,-3.13,0.284,0.000738,-2.98,0.407,0.00106,-5.67,0.00083,2.15e-06,1,0,1,0,0,0,0,1,-7.66,0,0,0,0,0,0.55,0,0,1,3.84
480,469.94,33,16,0.29,7,6,2,131.34,80.91,3.68,3.56,2.64,-0.39,5.5,3.0,-4.89,0.00601,1.28e-05,-4.94,0.00534,1.14e-05,-7.99,4.76e-06,1.01e-08,1,0,1,0,0,1,0,0,-6.64,0,1,0,0,0,0.55,0,1,2,3.72
481,569.65,42,23,0.25,12,8,3,158.82,167.38,2.54,0.85,-0.16,-5.35,4.8,0.54,-3.52,0.172,0.000302,-3.95,0.0642,0.000113,-8.61,1.4e-06,2.45e-09,0,0,1,0,0,0,0,0,-9.17,1,3,2,1,1,0.55,0,0,2,4.72
482,293.28,22,15,0.06,4,6,0,78.37,81.51,2.5,2.37,1.65,1.75,3.65,2.38,-3.39,0.119,0.000406,-3.72,0.0556,0.00019,-5.5,0.000936,3.19e-06,1,0,0,1,1,0,0,0,-6.41,0,0,0,0,0,0.56,0,0,0,2.5
483,129.09,9,0,0.2,3,4,0,26.79,66.43,1.08,-0.11,-1.53,-0.23,-0.32,-0.22,-0.37,54.7,0.424,-0.83,19.0,0.147,0.62,534.0,4.14,1,0,0,0,0,0,0,0,-7.17,0,4,0,0,1,0.85,0,1,1,2.01
484,327.36,23,0,0.77,8,9,3,95.54,119.36,1.48,-0.98,-2.97,-4.52,-1.53,-1.71,-0.72,61.8,0.189,-1.04,29.8,0.091,-1.34,14.8,0.0452,0,0,0,0,0,0,0,0,-8.99,0,1,0,0,0,0.55,0,1,1,4.43
485,253.21,18,5,0.27,7,6,0,56.9,103.65,1.9,0.54,1.05,-0.36,0.02,0.63,-1.49,8.13,0.0321,-2.29,1.3,0.00515,-0.3,126.0,0.499,1,0,0,0,0,0,0,0,-7.46,0,0,0,0,0,0.56,0,2,0,2.46
486,432.29,23,6,0.61,6,3,1,101.88,30.74,3.46,3.97,2.38,0.26,4.17,2.85,-4.82,0.00657,1.52e-05,-4.32,0.0209,4.83e-05,-5.16,0.00296,6.85e-06,1,1,0,0,0,0,1,0,-6.12,0,0,0,0,0,0.55,0,1,2,4.6
487,620.72,41,10,0.4,13,12,3,157.24,256.21,3.07,3.19,-0.15,-2.79,4.97,1.66,-5.02,0.00592,9.54e-06,-8.24,3.56e-06,5.73e-09,-4.63,0.0147,2.36e-05,0,0,1,0,0,0,0,0,-7.82,2,2,2,1,3,0.17,0,4,2,5.81
488,783.86,57,17,0.44,3,12,3,215.45,204.04,4.67,6.89,6.46,1.51,2.99,4.5,-9.06,6.77e-07,8.64e-10,-10.99,8.1e-09,1.03e-11,-6.86,0.000108,1.37e-07,0,0,1,0,0,0,0,0,-6.19,2,4,1,2,4,0.11,0,0,2,8.34
489,694.74,50,10,0.49,3,12,3,184.36,209.8,4.22,5.46,5.5,0.59,2.09,3.57,-7.54,2.02e-05,2.9e-08,-9.62,1.66e-07,2.38e-10,-4.67,0.0148,2.13e-05,0,0,1,0,0,0,0,0,-6.66,2,3,1,1,4,0.11,0,0,2,8.13
490,575.62,36,9,0.35,9,13,4,129.43,341.61,1.08,0.67,-7.84,-7.73,-0.59,-2.88,-3.42,0.218,0.000378,-7.42,2.19e-05,3.8e-08,-0.11,447.0,0.776,0,0,0,0,0,0,0,0,-9.34,2,2,1,1,2,0.17,0,2,2,5.15
491,359.43,26,12,0.33,12,4,1,103.87,39.72,4.18,4.2,4.29,2.92,5.12,4.14,-4.26,0.0196,5.44e-05,-4.74,0.00649,1.8e-05,-7.33,1.7e-05,4.72e-08,1,1,0,1,1,0,1,1,-5.51,0,0,1,0,0,0.55,0,1,3,2.81
492,615.41,41,12,0.43,9,14,3,139.35,143.75,-3.3,0.78,4.65,-0.31,1.9,0.74,-3.77,0.105,0.00017,-3.38,0.257,0.000417,-5.95,0.000699,1.14e-06,0,0,1,0,0,0,0,0,-9.5,1,2,1,1,2,0.55,0,1,2,5.53
493,412.42,31,25,0.09,5,6,1,113.93,85.07,2.15,2.94,3.85,2.8,3.71,3.09,-4.52,0.0126,3.05e-05,-4.39,0.0169,4.09e-05,-8.66,9e-07,2.18e-09,1,0,1,1,1,1,1,1,-6.73,0,0,0,0,0,0.55,0,0,1,3.28
494,194.15,14,9,0.17,1,5,1,44.4,108.17,1.29,-1.06,-2.08,-0.57,-1.78,-0.84,-0.79,31.8,0.164,-0.72,36.8,0.189,-0.03,181.0,0.931,1,0,0,0,0,0,0,0,-8.24,0,1,0,0,1,0.55,0,0,1,2.35
495,236.27,14,5,0.4,2,6,1,48.79,144.03,0.05,0.13,-0.34,-1.47,0.02,-0.32,-1.52,7.15,0.0303,-2.71,0.46,0.00195,-0.45,84.8,0.359,0,0,0,0,0,0,0,0,-7.65,0,0,1,1,0,0.55,0,0,1,3.11
496,452.6,33,6,0.71,2,5,3,150.94,77.3,2.63,1.55,-2.05,-2.85,0.47,-0.05,-3.63,0.107,0.000237,-2.78,0.746,0.00165,-4.66,0.01,2.21e-05,1,0,1,0,0,0,0,0,-7.96,0,2,0,0,0,0.55,0,1,1,5.92
497,493.58,37,24,0.28,7,6,1,146.42,98.13,4.32,3.35,2.21,-1.33,4.42,2.59,-5.03,0.00462,9.36e-06,-5.09,0.00403,8.16e-06,-8.89,6.39e-07,1.29e-09,1,0,1,0,0,1,0,0,-6.93,0,2,0,0,0,0.55,0,0,1,4.65
498,144.13,10,0,0.33,4,4,0,33.05,52.6,1.93,0.22,-0.11,0.15,0.2,0.48,-0.61,35.5,0.247,-0.88,18.8,0.131,-0.1,115.0,0.796,1,0,0,0,0,0,0,0,-7.02,0,3,0,0,1,0.55,0,2,1,2.12
499,501.66,37,18,0.41,10,4,3,150.61,85.03,4.07,3.01,1.95,0.17,5.65,2.97,-4.55,0.0143,2.84e-05,-4.46,0.0174,3.46e-05,-8.1,3.96e-06,7.89e-09,1,0,1,0,0,0,0,0,-7.22,1,3,0,0,0,0.55,0,0,2,4.31
500,501.48,35,12,0.48,7,8,2,125.34,54.94,3.72,4.42,5.81,0.59,6.51,4.21,-5.53,0.0015,2.98e-06,-5.29,0.00256,5.11e-06,-9.28,2.66e-07,5.3e-10,1,0,1,0,0,0,0,0,-6.22,1,2,0,0,0,0.55,0,0,2,4.77
501,310.5,23,12,0.45,7,0,0,101.69,0.0,0.5,5.73,5.43,1.54,3.1,3.26,-5.3,0.00156,5.02e-06,-5.5,0.000988,3.18e-06,-8.2,1.95e-06,6.3e-09,0,0,1,0,0,0,1,0,-4.13,0,0,0,0,2,0.55,0,1,1,2.86
502,259.34,19,6,0.56,5,2,1,75.45,38.33,2.9,2.7,2.57,2.49,3.86,2.9,-3.05,0.23,0.000886,-3.16,0.18,0.000695,-4.89,0.00332,1.28e-05,1,1,1,0,1,0,1,0,-5.96,0,0,0,0,0,0.55,0,0,0,2.91
503,245.32,18,6,0.53,5,2,1,70.48,38.33,2.56,2.15,2.25,2.24,3.31,2.5,-2.63,0.572,0.00233,-2.59,0.635,0.00259,-4.26,0.0135,5.48e-05,1,1,1,0,0,0,1,0,-6.27,0,0,0,0,0,0.55,0,0,1,2.96
504,343.21,23,17,0.12,1,3,0,95.66,43.07,2.62,2.42,3.7,3.67,4.79,3.44,-3.97,0.0365,0.000106,-2.97,0.37,0.00108,-7.24,1.97e-05,5.75e-08,1,1,1,1,1,1,0,0,-6.68,0,0,0,0,0,0.55,0,0,0,3.37
505,443.41,32,17,0.3,8,9,2,107.13,155.07,2.26,1.1,1.51,0.62,1.81,1.46,-3.15,0.316,0.000712,-3.95,0.0498,0.000112,-5.83,0.000662,1.49e-06,0,0,1,0,0,0,0,1,-8.22,1,0,1,1,1,0.11,0,0,2,3.46
506,409.41,30,18,0.27,6,8,0,104.32,77.33,3.64,2.79,3.63,3.2,5.92,3.84,-4.18,0.0268,6.55e-05,-4.07,0.0348,8.51e-05,-8.29,2.08e-06,5.08e-09,1,1,0,0,1,1,1,1,-6.82,0,0,0,0,0,0.56,0,0,1,4.1
507,402.47,30,19,0.36,2,4,1,123.23,84.41,3.67,0.52,0.11,-1.64,1.81,0.89,-3.0,0.403,0.001,-1.86,5.51,0.0137,-5.97,0.000426,1.06e-06,1,0,1,1,0,1,0,1,-8.39,0,0,0,0,0,0.55,0,0,1,3.99
508,185.22,14,12,0.08,1,1,0,57.01,22.0,2.34,1.86,2.15,2.49,2.58,2.28,-2.73,0.346,0.00187,-1.94,2.11,0.0114,-4.01,0.0181,9.75e-05,1,1,0,1,0,0,0,0,-6.11,0,0,0,0,1,0.55,0,0,1,1.83
509,225.22,16,0,0.6,2,5,1,61.08,66.84,1.53,-0.82,-0.53,-0.17,-0.67,-0.13,-0.59,58.2,0.258,-0.1,177.0,0.787,-0.07,192.0,0.851,1,0,0,0,0,0,0,0,-8.26,0,1,0,0,0,0.85,0,1,1,3.8
510,549.07,37,11,0.5,9,8,4,143.11,167.6,3.55,1.05,-3.03,-6.66,3.03,-0.41,-3.53,0.161,0.000294,-4.16,0.038,6.91e-05,-5.41,0.00214,3.89e-06,0,0,1,0,0,0,0,0,-8.9,2,3,1,1,1,0.17,0,1,2,5.41
511,328.41,23,0,0.8,8,4,5,85.87,155.47,1.22,-0.01,-3.6,0.01,-0.32,-0.54,-1.34,14.9,0.0455,-2.81,0.514,0.00156,-0.56,89.6,0.273,0,0,1,0,0,0,0,0,-8.31,0,1,1,1,1,0.55,0,2,1,4.31
512,570.64,42,17,0.5,7,8,3,154.25,142.05,4.23,3.63,1.32,-2.2,3.58,2.11,-5.5,0.00179,3.15e-06,-6.3,0.000285,5e-07,-7.33,2.68e-05,4.7e-08,0,0,1,0,0,0,0,1,-7.2,1,3,1,1,1,0.55,0,1,2,6.31
513,386.22,23,6,0.4,8,5,2,86.39,113.8,1.18,0.11,-2.49,-2.25,1.86,-0.32,-1.97,4.15,0.0107,-2.06,3.4,0.00881,-3.64,0.0879,0.000228,0,0,0,0,0,0,0,0,-8.58,0,1,0,0,0,0.56,0,0,2,2.5
514,392.96,28,18,0.28,5,0,2,127.83,8.88,4.46,5.75,1.48,-2.59,5.7,2.96,-6.04,0.000355,9.02e-07,-5.7,0.000776,1.97e-06,-8.6,9.89e-07,2.52e-09,1,1,1,1,1,0,0,0,-4.61,0,0,0,0,1,0.55,0,0,2,3.6
515,348.4,24,6,0.31,5,5,3,92.33,143.68,1.53,0.65,-3.73,-6.29,0.14,-1.54,-2.26,1.89,0.00544,-3.24,0.199,0.000571,-2.32,1.68,0.00483,0,0,0,0,0,0,0,0,-7.96,0,1,1,1,0,0.55,0,0,0,4.44
516,444.52,31,17,0.33,5,6,4,116.75,118.39,3.23,3.23,3.06,1.95,4.83,3.26,-4.71,0.00873,1.96e-05,-5.39,0.00181,4.08e-06,-5.73,0.000822,1.85e-06,1,0,1,1,0,0,1,0,-6.72,0,0,0,0,0,0.55,0,0,1,4.99
517,868.44,61,27,0.38,14,9,3,248.22,172.26,5.62,8.18,8.16,2.59,4.83,5.88,-9.78,1.44e-07,1.65e-10,-11.66,1.91e-09,2.2e-12,-13.35,3.86e-11,4.45e-14,0,0,1,0,0,0,0,0,-5.79,2,4,2,2,4,0.17,0,2,3,6.05
518,442.72,32,0,0.93,0,2,2,136.04,40.46,4.36,7.33,7.28,6.0,6.42,6.28,-7.2,2.78e-05,6.27e-08,-8.01,4.35e-06,9.84e-09,-6.79,7.13e-05,1.61e-07,0,0,0,0,0,0,0,0,-3.8,1,3,0,1,1,0.55,0,1,2,6.27
519,413.41,31,25,0.14,4,8,0,112.56,98.81,1.8,3.06,2.53,2.95,4.58,2.99,-4.66,0.00897,2.17e-05,-4.8,0.00653,1.58e-05,-8.29,2.11e-06,5.09e-09,1,0,0,0,1,1,0,0,-6.65,0,0,0,0,0,0.56,0,0,1,4.08
520,185.18,13,5,0.57,3,4,1,48.05,83.87,0.58,0.22,0.48,-0.43,-1.48,-0.13,-1.21,11.3,0.0612,-1.54,5.33,0.0288,-0.45,66.5,0.359,1,0,0,0,0,0,0,0,-7.27,0,0,0,0,1,0.55,0,2,1,2.83
521,236.29,16,9,0.18,3,2,2,63.33,94.8,1.85,1.61,2.41,1.77,1.42,1.81,-2.54,0.685,0.0029,-3.21,0.145,0.000613,-2.14,1.73,0.00731,1,0,0,0,0,0,0,0,-6.6,0,0,0,0,0,0.55,0,2,1,2.78
522,221.25,16,6,0.42,3,3,1,63.56,47.56,2.15,2.18,1.41,1.41,2.35,1.9,-2.66,0.479,0.00216,-2.81,0.341,0.00154,-3.6,0.0549,0.000248,1,1,0,1,0,0,0,0,-6.1,0,0,0,0,0,0.55,0,0,1,2.65
523,576.59,42,22,0.29,6,10,3,167.56,90.59,3.99,4.54,5.23,4.27,5.42,4.69,-6.27,0.000312,5.41e-07,-6.16,0.000395,6.84e-07,-10.42,2.17e-08,3.77e-11,1,0,1,1,0,0,1,0,-6.59,2,3,0,0,0,0.17,0,1,2,5.5
524,602.66,42,18,0.39,12,9,1,152.9,110.81,3.53,6.75,8.74,3.74,6.76,5.9,-7.35,2.67e-05,4.42e-08,-8.88,7.9e-07,1.31e-09,-11.13,4.5e-09,7.46e-12,0,0,1,0,1,0,1,1,-5.18,1,4,1,1,2,0.55,0,1,3,5.11
525,218.25,16,6,0.33,2,2,2,67.05,58.2,1.19,0.91,-0.22,1.06,1.93,0.97,-1.91,2.67,0.0122,-1.72,4.18,0.0192,-4.17,0.0146,6.68e-05,1,0,0,0,0,0,0,0,-6.99,0,0,0,0,0,0.55,0,1,1,1.68
526,480.56,32,5,0.53,8,9,3,125.45,202.61,-7.28,0.08,-4.0,-7.17,-0.72,-3.82,-2.46,1.68,0.00349,-3.89,0.062,0.000129,-3.96,0.0523,0.000109,0,0,0,0,0,0,0,0,-9.17,1,2,1,1,1,0.55,0,3,2,5.11
527,472.55,32,0,1.0,6,9,10,112.27,276.27,0.58,-6.23,-9.88,-23.51,-6.58,-9.12,1.55,16800.0,35.6,1.11,6120.0,12.9,3.94,4150000.0,8790.0,0,0,1,0,0,0,0,0,-13.61,2,2,1,1,3,0.17,0,0,1,6.62
